1.00000000  0.00000000
0.98165960  0.00624005
0.96342155  0.01224528
0.94528947  0.01803596
0.92726687  0.02362446
0.90935719  0.02901665
0.89156380  0.03421323
0.87388995  0.03921097
0.85633883  0.04400371
0.83891354  0.04858338
0.82161709  0.05294082
0.80445244  0.05706652
0.78742245  0.06095125
0.77052987  0.06458658
0.75377744  0.06796527
0.73716777  0.07108163
0.72070341  0.07393177
0.70438687  0.07651374
0.68822053  0.07882761
0.67220674  0.08087553
0.65634778  0.08266171
0.64064582  0.08419228
0.62510302  0.08547526
0.60972144  0.08652031
0.59450308  0.08733864
0.57944989  0.08794274
0.56456373  0.08834619
0.54984644  0.08856345
0.53529977  0.08860960
0.52092542  0.08850013
0.50672503  0.08825069
0.49270021  0.08787693
0.47885247  0.08739425
0.46518331  0.08681764
0.45169415  0.08616147
0.43838639  0.08543940
0.42526134  0.08466421
0.41232030  0.08384769
0.39956450  0.08300059
0.38699515  0.08213251
0.37461338  0.08125186
0.36242030  0.08036587
0.35041699  0.07948057
0.33860445  0.07860077
0.32698369  0.07773014
0.31555565  0.07687121
0.30432123  0.07602549
0.29328133  0.07519345
0.28243675  0.07437468
0.27178833  0.07356796
0.26133683  0.07277131
0.25108298  0.07198214
0.24102751  0.07119733
0.23117109  0.07041335
0.22151437  0.06962629
0.21205797  0.06883208
0.20280250  0.06802646
0.19374852  0.06720514
0.18489658  0.06636390
0.17624719  0.06549859
0.16780087  0.06460528
0.15955806  0.06368026
0.15151925  0.06272012
0.14368485  0.06172184
0.13605527  0.06068273
0.12863091  0.05960052
0.12141214  0.05847338
0.11439931  0.05729990
0.10759276  0.05607911
0.10099281  0.05481049
0.09459977  0.05349390
0.08841391  0.05212966
0.08243552  0.05071843
0.07666485  0.04926123
0.07110214  0.04775941
0.06574764  0.04621461
0.06060154  0.04462869
0.05566407  0.04300374
0.05093541  0.04134202
0.04641574  0.03964590
0.04210524  0.03791787
0.03800408  0.03616044
0.03411237  0.03437614
0.03043029  0.03256750
0.02695796  0.03073698
0.02369549  0.02888696
0.02064301  0.02701973
0.01780061  0.02513744
0.01516838  0.02324211
0.01274642  0.02133559
0.01053482  0.01941961
0.00853362  0.01749567
0.00674292  0.01556515
0.00516274  0.01362927
0.00379317  0.01168907
0.00263422  0.00974545
0.00168594  0.00779921
0.00094836  0.00585100
0.00042150  0.00390140
0.00010538  0.00195091
0.00000000  0.00000000
0.00010538  -0.00227463
0.00042150  -0.00454405
0.00094836  -0.00680303
0.00168594  -0.00904637
0.00263422  -0.01126885
0.00379317  -0.01346530
0.00516274  -0.01563050
0.00674292  -0.01775932
0.00853362  -0.01984662
0.01053482  -0.02188731
0.01274642  -0.02387635
0.01516838  -0.02580881
0.01780061  -0.02767984
0.02064301  -0.02948468
0.02369549  -0.03121874
0.02695796  -0.03287763
0.03043029  -0.03445710
0.03411237  -0.03595317
0.03800408  -0.03736215
0.04210524  -0.03868062
0.04641574  -0.03990551
0.05093541  -0.04103413
0.05566407  -0.04206418
0.06060154  -0.04299381
0.06574764  -0.04382166
0.07110214  -0.04454683
0.07666485  -0.04516898
0.08243552  -0.04568830
0.08841391  -0.04610554
0.09459977  -0.04642203
0.10099281  -0.04663966
0.10759276  -0.04676092
0.11439931  -0.04678883
0.12141214  -0.04672699
0.12863091  -0.04657952
0.13605527  -0.04635105
0.14368485  -0.04604665
0.15151925  -0.04567183
0.15955806  -0.04523245
0.16780087  -0.04473469
0.17624719  -0.04418497
0.18489658  -0.04358990
0.19374852  -0.04295617
0.20280250  -0.04229053
0.21205797  -0.04159966
0.22151437  -0.04089009
0.23117109  -0.04016819
0.24102751  -0.03943999
0.25108298  -0.03871117
0.26133683  -0.03798696
0.27178833  -0.03727208
0.28243675  -0.03657069
0.29328133  -0.03588630
0.30432123  -0.03522175
0.31555565  -0.03457921
0.32698369  -0.03396007
0.33860445  -0.03336501
0.35041699  -0.03279397
0.36242030  -0.03224615
0.37461338  -0.03172009
0.38699515  -0.03121367
0.39956450  -0.03072417
0.41232030  -0.03024838
0.42526134  -0.02978265
0.43838639  -0.02932300
0.45169415  -0.02886524
0.46518331  -0.02840505
0.47885247  -0.02793815
0.49270021  -0.02746039
0.50672503  -0.02696789
0.52092542  -0.02645718
0.53529977  -0.02592528
0.54984644  -0.02536987
0.56456373  -0.02478933
0.57944989  -0.02418284
0.59450308  -0.02355045
0.60972144  -0.02289306
0.62510302  -0.02221249
0.64064582  -0.02151133
0.65634778  -0.02079297
0.67220674  -0.02006138
0.68822053  -0.01932092
0.70438687  -0.01857615
0.72070341  -0.01783147
0.73716777  -0.01709074
0.75377744  -0.01635685
0.77052987  -0.01563114
0.78742245  -0.01491286
0.80445244  -0.01419845
0.82161709  -0.01348071
0.83891354  -0.01274804
0.85633883  -0.01198342
0.87388995  -0.01116339
0.89156380  -0.01025694
0.90935719  -0.00922437
0.92726687  -0.00801588
0.94528947  -0.00657039
0.96342155  -0.00481397
0.98165960  -0.00265849
1.00000000  -0.00000000
